dbn,district,school_dist,school_name,building_id,swd,ell,poverty,location_category_description,grades_text,longitude,latitude,borough_code,counts,opend_year
75K368,75,14,P.S. 368,K033,0.942,0.109,0.931,K-12 all grades,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.947557,40.696698,K,2,1989
75K368,75,14,P.S. 368, K120,0.942,0.109,0.931,K-12 all grades,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.947557,40.696698,K,1,1989
75K368,75,14,P.S. 368, K293,0.942,0.109,0.931,K-12 all grades,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.947557,40.696698,K,1,1989
75K368,75,14,P.S. 368, KBBY,0.942,0.109,0.931,K-12 all grades,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.947557,40.696698,K,1,1989
75K369,75,15,P.S. K369 - Coy L. Cox School,K056,0.998,0.164,0.871,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.983312,40.687432,K,3,1922
75K369,75,15,P.S. K369 - Coy L. Cox School, K067,0.998,0.164,0.871,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.983312,40.687432,K,1,1922
75K369,75,15,P.S. K369 - Coy L. Cox School, K117,0.998,0.164,0.871,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.983312,40.687432,K,1,1922
75K369,75,15,P.S. K369 - Coy L. Cox School, K261,0.998,0.164,0.871,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.983312,40.687432,K,1,1922
75K369,75,15,P.S. K369 - Coy L. Cox School, K265,0.998,0.164,0.871,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.983312,40.687432,K,1,1922
75K369,75,15,P.S. K369 - Coy L. Cox School, K313,0.998,0.164,0.871,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.983312,40.687432,K,1,1922
75K369,75,15,P.S. K369 - Coy L. Cox School, K317,0.998,0.164,0.871,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.983312,40.687432,K,1,1922
75K369,75,15,P.S. K369 - Coy L. Cox School, K369,0.998,0.164,0.871,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.983312,40.687432,K,1,1922
75K369,75,15,P.S. K369 - Coy L. Cox School, K580,0.998,0.164,0.871,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.983312,40.687432,K,1,1922
75K370,75,21,P.S. 370,K100,1,0.304,0.856,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.969872,40.577709,K,2,1921
75K370,75,21,P.S. 370, K237,1,0.304,0.856,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.969872,40.577709,K,1,1921
75K370,75,21,P.S. 370, K370,1,0.304,0.856,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.969872,40.577709,K,1,1921
75K370,75,21,P.S. 370, K445,1,0.304,0.856,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.969872,40.577709,K,1,1921
75K370,75,21,P.S. 370, K620,1,0.304,0.856,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.969872,40.577709,K,1,1921
75K370,75,21,P.S. 370, K807,1,0.304,0.856,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.969872,40.577709,K,1,1921
75K371,75,15,P.S. 371 - Lillian L. Rashkis,K371,0.98,0.144,0.912,High school,"09,10,11,12,SE",-74.005168,40.654306,K,1,1966
75K371,75,15,P.S. 371 - Lillian L. Rashkis, K485,0.98,0.144,0.912,High school,"09,10,11,12,SE",-74.005168,40.654306,K,1,1966
75K371,75,15,P.S. 371 - Lillian L. Rashkis, K564,0.98,0.144,0.912,High school,"09,10,11,12,SE",-74.005168,40.654306,K,1,1966
75K372,75,15,P.S. 372 -The Children's School,K113,0.995,0.062,0.415,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.9855,40.676198,K,3,1996
75K373,75,14,P.S. 373 - Brooklyn Transition Center,K148,0.996,0.252,0.908,High school,"09,10,11,12,SE",-73.945211,40.699214,K,2,1995
75K373,75,14,P.S. 373 - Brooklyn Transition Center, K458,0.996,0.252,0.908,High school,"09,10,11,12,SE",-73.945211,40.699214,K,3,1995
75K373,75,14,P.S. 373 - Brooklyn Transition Center, K555,0.996,0.252,0.908,High school,"09,10,11,12,SE",-73.945211,40.699214,K,2,1995
75K373,75,14,P.S. 373 - Brooklyn Transition Center, K804,0.996,0.252,0.908,High school,"09,10,11,12,SE",-73.945211,40.699214,K,1,1995
75K373,75,14,P.S. 373 - Brooklyn Transition Center, K877,0.996,0.252,0.908,High school,"09,10,11,12,SE",-73.945211,40.699214,K,1,1995
75K373,75,14,P.S. 373 - Brooklyn Transition Center, KBCA,0.996,0.252,0.908,High school,"09,10,11,12,SE",-73.945211,40.699214,K,1,1995
75K396,75,23,P.S. K396,K167,0.996,0.222,0.89,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.911788,40.668232,K,2,1967
75K396,75,23,P.S. K396, K181,0.996,0.222,0.89,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.911788,40.668232,K,1,1967
75K396,75,23,P.S. K396, K263,0.996,0.222,0.89,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.911788,40.668232,K,1,1967
75K396,75,23,P.S. K396, K289,0.996,0.222,0.89,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.911788,40.668232,K,1,1967
75K396,75,23,P.S. K396, K327,0.996,0.222,0.89,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.911788,40.668232,K,1,1967
75K771,75,21,P.S. K771,K014,0.998,0.227,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.955856,40.58026,K,3,1994
75K771,75,21,P.S. K771, K066,0.998,0.227,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.955856,40.58026,K,1,1994
75K771,75,21,P.S. K771, K225,0.998,0.227,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.955856,40.58026,K,1,1994
75K771,75,21,P.S. K771, K236,0.998,0.227,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.955856,40.58026,K,1,1994
75K771,75,21,P.S. K771, K303,0.998,0.227,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.955856,40.58026,K,2,1994
75K771,75,21,P.S. K771, K329,0.998,0.227,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.955856,40.58026,K,1,1994
75K771,75,21,P.S. K771, K721,0.998,0.227,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.955856,40.58026,K,1,1994
75K811,75,22,P.S. K811 Connie Lekas School,K014,0.997,0.304,0.923,Secondary School,"06,07,08,09,10,11,12,SE",-73.93861,40.591132,K,3,1991
75K811,75,22,P.S. K811 Connie Lekas School, K281,0.997,0.304,0.923,Secondary School,"06,07,08,09,10,11,12,SE",-73.93861,40.591132,K,1,1991
75K811,75,22,P.S. K811 Connie Lekas School, K286,0.997,0.304,0.923,Secondary School,"06,07,08,09,10,11,12,SE",-73.93861,40.591132,K,1,1991
75K811,75,22,P.S. K811 Connie Lekas School, K525,0.997,0.304,0.923,Secondary School,"06,07,08,09,10,11,12,SE",-73.93861,40.591132,K,2,1991
75M035,75,2,P.S. 035,M058,0.887,0.074,0.851,K-12 all grades,"03,04,05,06,07,08,09,10,11,12,SE",-73.985899,40.764129,M,1,1997
75M035,75,2,P.S. 035, M912,0.887,0.074,0.851,K-12 all grades,"03,04,05,06,07,08,09,10,11,12,SE",-73.985899,40.764129,M,1,1997
75M079,75,5,P.S. M079 - Horan School,M079,0.993,0.361,0.949,Secondary School,"03,06,07,08,09,10,11,12,SE",-73.942009,40.802547,M,1,1963
75M094,75,2,P.S. M094,M015,0.998,0.186,0.842,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.017456,40.706384,M,2,1999
75M094,75,2,P.S. M094, M061,0.998,0.186,0.842,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.017456,40.706384,M,1,1999
75M094,75,2,P.S. M094, M188,0.998,0.186,0.842,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.017456,40.706384,M,2,1999
75M094,75,2,P.S. M094, M276,0.998,0.186,0.842,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.017456,40.706384,M,1,1999
75M094,75,2,P.S. M094, M281,0.998,0.186,0.842,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.017456,40.706384,M,1,1999
75M094,75,2,P.S. M094, M338,0.998,0.186,0.842,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.017456,40.706384,M,1,1999
75M094,75,2,P.S. M094, M340,0.998,0.186,0.842,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.017456,40.706384,M,2,1999
75M094,75,2,P.S. M094, M971,0.998,0.186,0.842,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.017456,40.706384,M,1,1999
75M138,75,5,P.S. 138,M030,1,0.283,0.896,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.935461,40.805653,M,3,1989
75M138,75,5,P.S. 138, M033,1,0.283,0.896,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.935461,40.805653,M,1,1989
75M138,75,5,P.S. 138, M090,1,0.283,0.896,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.935461,40.805653,M,1,1989
75M138,75,5,P.S. 138, M114,1,0.283,0.896,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.935461,40.805653,M,1,1989
75M138,75,5,P.S. 138, M117,1,0.283,0.896,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.935461,40.805653,M,1,1989
75M138,75,5,P.S. 138, M189,1,0.283,0.896,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.935461,40.805653,M,1,1989
75M138,75,5,P.S. 138, M380,1,0.283,0.896,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.935461,40.805653,M,1,1989
75M138,75,5,P.S. 138, M535,1,0.283,0.896,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.935461,40.805653,M,1,1989
75M169,75,2,P.S. M169 - Robert F. Kennedy,M102,0.986,0.124,0.919,K-12 all grades,"0K,01,02,03,04,05,06,07,08,10,11,12,SE",-73.955594,40.780798,M,2,1973
75M169,75,2,P.S. M169 - Robert F. Kennedy, M146,0.986,0.124,0.919,K-12 all grades,"0K,01,02,03,04,05,06,07,08,10,11,12,SE",-73.955594,40.780798,M,1,1973
75M169,75,2,P.S. M169 - Robert F. Kennedy, M169,0.986,0.124,0.919,K-12 all grades,"0K,01,02,03,04,05,06,07,08,10,11,12,SE",-73.955594,40.780798,M,1,1973
75M169,75,2,P.S. M169 - Robert F. Kennedy, M435,0.986,0.124,0.919,K-12 all grades,"0K,01,02,03,04,05,06,07,08,10,11,12,SE",-73.955594,40.780798,M,1,1973
75M169,75,2,P.S. M169 - Robert F. Kennedy, M488,0.986,0.124,0.919,K-12 all grades,"0K,01,02,03,04,05,06,07,08,10,11,12,SE",-73.955594,40.780798,M,1,1973
75M226,75,2,P.S. M226,M076,0.997,0.166,0.838,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.98259,40.732665,M,2,1999
75M226,75,2,P.S. M226, M208,0.997,0.166,0.838,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.98259,40.732665,M,1,1999
75M226,75,2,P.S. M226, M475,0.997,0.166,0.838,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.98259,40.732665,M,1,1999
75M226,75,2,P.S. M226, M477,0.997,0.166,0.838,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.98259,40.732665,M,1,1999
75M226,75,2,P.S. M226, M480,0.997,0.166,0.838,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.98259,40.732665,M,1,1999
75M226,75,2,P.S. M226, M660,0.997,0.166,0.838,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.98259,40.732665,M,1,1999
75M226,75,2,P.S. M226, M824,0.997,0.166,0.838,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.98259,40.732665,M,1,1999
75M226,75,2,P.S. M226, M875,0.997,0.166,0.838,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.98259,40.732665,M,1,1999
75M226,75,2,P.S. M226, MAMX,0.997,0.166,0.838,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.98259,40.732665,M,1,1999
75M721,75,2,P.S. M721 - Manhattan Occupational Training Center,M047,1,0.385,0.922,Secondary School,"06,07,08,09,10,11,12,SE",-74.006155,40.729052,M,3,1990
75M721,75,2,P.S. M721 - Manhattan Occupational Training Center, M615,1,0.385,0.922,Secondary School,"06,07,08,09,10,11,12,SE",-74.006155,40.729052,M,1,1990
75M721,75,2,P.S. M721 - Manhattan Occupational Training Center, M641,1,0.385,0.922,Secondary School,"06,07,08,09,10,11,12,SE",-74.006155,40.729052,M,1,1990
75M721,75,2,P.S. M721 - Manhattan Occupational Training Center, M844,1,0.385,0.922,Secondary School,"06,07,08,09,10,11,12,SE",-74.006155,40.729052,M,1,1990
75M721,75,2,P.S. M721 - Manhattan Occupational Training Center, M883,1,0.385,0.922,Secondary School,"06,07,08,09,10,11,12,SE",-74.006155,40.729052,M,1,1990
75M751,75,1,Manhattan School for Career Development,M323,0.987,0.241,0.909,High school,"05,06,07,08,09,10,11,12,SE",-73.987791,40.725892,M,2,1894
75M751,75,1,Manhattan School for Career Development, M440,0.987,0.241,0.909,High school,"05,06,07,08,09,10,11,12,SE",-73.987791,40.725892,M,1,1894
75M751,75,1,Manhattan School for Career Development, M600,0.987,0.241,0.909,High school,"05,06,07,08,09,10,11,12,SE",-73.987791,40.725892,M,1,1894
75M751,75,1,Manhattan School for Career Development, M751,0.987,0.241,0.909,High school,"05,06,07,08,09,10,11,12,SE",-73.987791,40.725892,M,1,1894
75M751,75,1,Manhattan School for Career Development, M807,0.987,0.241,0.909,High school,"05,06,07,08,09,10,11,12,SE",-73.987791,40.725892,M,2,1894
75M811,75,3,P.S. M811 - Mickey Mantle School,M101,0.997,0.145,0.911,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.979217,40.78633,M,2,1996
75M811,75,3,P.S. M811 - Mickey Mantle School, M149,0.997,0.145,0.911,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.979217,40.78633,M,2,1996
75M811,75,3,P.S. M811 - Mickey Mantle School, M163,0.997,0.145,0.911,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.979217,40.78633,M,1,1996
75M811,75,3,P.S. M811 - Mickey Mantle School, M200,0.997,0.145,0.911,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.979217,40.78633,M,1,1996
75M811,75,3,P.S. M811 - Mickey Mantle School, M841,0.997,0.145,0.911,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.979217,40.78633,M,1,1996
75M811,75,3,P.S. M811 - Mickey Mantle School, M155,0.997,0.145,0.911,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.979217,40.78633,M,1,1996
75Q004,75,26,P.S. Q004,Q138,1,0.149,0.751,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.778118,40.7417,Q,2,1991
75Q004,75,26,P.S. Q004, Q161,1,0.149,0.751,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.778118,40.7417,Q,1,1991
75Q004,75,26,P.S. Q004, Q179,1,0.149,0.751,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.778118,40.7417,Q,1,1991
75Q004,75,26,P.S. Q004, Q213,1,0.149,0.751,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.778118,40.7417,Q,1,1991
75Q004,75,26,P.S. Q004, Q270,1,0.149,0.751,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.778118,40.7417,Q,1,1991
75Q004,75,26,P.S. Q004, Q667,1,0.149,0.751,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.778118,40.7417,Q,1,1991
75Q009,75,24,P.S. 009,Q005,0.997,0.302,0.83,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.912458,40.718234,Q,2,1907
75Q009,75,24,P.S. 009, Q009,0.997,0.302,0.83,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.912458,40.718234,Q,1,1907
75Q009,75,24,P.S. 009, Q058,0.997,0.302,0.83,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.912458,40.718234,Q,1,1907
75Q009,75,24,P.S. 009, Q209,0.997,0.302,0.83,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.912458,40.718234,Q,1,1907
75Q009,75,24,P.S. 009, Q268,0.997,0.302,0.83,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.912458,40.718234,Q,1,1907
75Q009,75,24,P.S. 009, Q277,0.997,0.302,0.83,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.912458,40.718234,Q,1,1907
75Q009,75,24,P.S. 009, Q882,0.997,0.302,0.83,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.912458,40.718234,Q,1,1907
75Q224,75,26,P.S. Q224,Q026,1,0.239,0.706,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.721594,40.749556,Q,2,1989
75Q224,75,26,P.S. Q224, Q186,1,0.239,0.706,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.721594,40.749556,Q,1,1989
75Q224,75,26,P.S. Q224, Q205,1,0.239,0.706,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.721594,40.749556,Q,1,1989
75Q224,75,26,P.S. Q224, Q266,1,0.239,0.706,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.721594,40.749556,Q,1,1989
75Q224,75,26,P.S. Q224, Q809,1,0.239,0.706,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.721594,40.749556,Q,1,1989
75Q233,75,28,P.S. Q233,Q025,1,0.244,0.832,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,3,1989
75Q233,75,28,P.S. Q233, Q042,1,0.244,0.832,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,1,1989
75Q233,75,28,P.S. Q233, Q134,1,0.244,0.832,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,1,1989
75Q233,75,28,P.S. Q233, Q226,1,0.244,0.832,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,1,1989
75Q233,75,28,P.S. Q233, Q335,1,0.244,0.832,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,1,1989
75Q233,75,28,P.S. Q233, Q650,1,0.244,0.832,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,1,1989
75Q233,75,28,P.S. Q233, Q686,1,0.244,0.832,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,1,1989
75Q233,75,28,P.S. Q233, Q835,1,0.244,0.832,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,1,1989
75Q233,75,28,P.S. Q233, Q875,1,0.244,0.832,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,1,1989
75Q255,75,25,P.S. Q255,Q007,0.998,0.413,0.812,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.80938,40.724195,Q,2,1991
75Q255,75,25,P.S. Q255, Q154,0.998,0.413,0.812,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.80938,40.724195,Q,1,1991
75Q255,75,25,P.S. Q255, Q168,0.998,0.413,0.812,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.80938,40.724195,Q,1,1991
75Q255,75,25,P.S. Q255, Q247,0.998,0.413,0.812,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.80938,40.724195,Q,1,1991
75Q255,75,25,P.S. Q255, Q260,0.998,0.413,0.812,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.80938,40.724195,Q,1,1991
75Q255,75,25,P.S. Q255, Q397,0.998,0.413,0.812,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.80938,40.724195,Q,1,1991
75Q255,75,25,P.S. Q255, Q515,0.998,0.413,0.812,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.80938,40.724195,Q,1,1991
75Q255,75,25,P.S. Q255, Q885,0.998,0.413,0.812,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.80938,40.724195,Q,1,1991
75Q256,75,0,P.S. Q256,Q043,0.827,0.171,0.743,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",,,Q,2,1999
75Q256,75,0,P.S. Q256, Q114,0.827,0.171,0.743,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",,,Q,1,1999
75Q256,75,0,P.S. Q256, Q198,0.827,0.171,0.743,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",,,Q,1,1999
75Q256,75,0,P.S. Q256, Q253,0.827,0.171,0.743,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",,,Q,1,1999
75Q256,75,0,P.S. Q256, Q410,0.827,0.171,0.743,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",,,Q,2,1999
75Q256,75,0,P.S. Q256, Q816,0.827,0.171,0.743,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",,,Q,1,1999
75Q256,75,0,P.S. Q256, QBHF,0.827,0.171,0.743,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",,,Q,1,1999
75Q277,75,24,The Riverview School,Q076,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,2,2013
75Q277,75,24,The Riverview School, Q290,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,1,2013
75Q277,75,24,The Riverview School, Q311,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,1,2013
75Q277,75,24,The Riverview School, Q312,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,1,2013
75Q277,75,24,The Riverview School, Q314,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,1,2013
75Q277,75,24,The Riverview School, Q315,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,1,2013
75Q277,75,24,The Riverview School, Q404,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,1,2013
75Q277,75,24,The Riverview School, Q485,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,1,2013
75Q277,75,24,The Riverview School, Q777,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,2,2013
75Q277,75,24,The Riverview School, Q204,0.998,0.393,0.796,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.921346,40.73668,Q,1,2013
75Q721,75,24,John F. Kennedy Jr. School,Q585,0.998,0.435,0.873,High school,"0K,09,10,11,12,SE",-73.867882,40.735613,Q,2,1999
75Q721,75,24,John F. Kennedy Jr. School, Q722,0.998,0.435,0.873,High school,"0K,09,10,11,12,SE",-73.867882,40.735613,Q,1,1999
75Q721,75,24,John F. Kennedy Jr. School, Q725,0.998,0.435,0.873,High school,"0K,09,10,11,12,SE",-73.867882,40.735613,Q,1,1999
75Q721,75,24,John F. Kennedy Jr. School, QBFD,0.998,0.435,0.873,High school,"0K,09,10,11,12,SE",-73.867882,40.735613,Q,1,1999
75Q752,75,28,Queens Transition Center,Q142,0.99,0.247,0.863,High school,"09,10,11,12,SE",-73.800875,40.683473,Q,1,1999
75Q752,75,28,Queens Transition Center, Q620,0.99,0.247,0.863,High school,"09,10,11,12,SE",-73.800875,40.683473,Q,1,1999
75Q752,75,28,Queens Transition Center, Q690,0.99,0.247,0.863,High school,"09,10,11,12,SE",-73.800875,40.683473,Q,1,1999
75Q752,75,28,Queens Transition Center, Q695,0.99,0.247,0.863,High school,"09,10,11,12,SE",-73.800875,40.683473,Q,1,1999
75Q752,75,28,Queens Transition Center, Q744,0.99,0.247,0.863,High school,"09,10,11,12,SE",-73.800875,40.683473,Q,1,1999
75Q752,75,28,Queens Transition Center, Q400,0.99,0.247,0.863,High school,"09,10,11,12,SE",-73.800875,40.683473,Q,2,1999
75Q811,75,26,P.S. Q811,Q037,1,0.27,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.728412,40.756481,Q,2,1953
75Q811,75,26,P.S. Q811, Q147,1,0.27,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.728412,40.756481,Q,1,1953
75Q811,75,26,P.S. Q811, Q227,1,0.27,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.728412,40.756481,Q,1,1953
75Q811,75,26,P.S. Q811, Q405,1,0.27,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.728412,40.756481,Q,1,1953
75Q811,75,26,P.S. Q811, Q430,1,0.27,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.728412,40.756481,Q,1,1953
75Q811,75,26,P.S. Q811, Q566,1,0.27,0.831,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.728412,40.756481,Q,1,1953
